1,1,Confondu
1,2,Nord-Ouest
1,3,Nord-Ouest
1,4,Nord-Ouest
1,5,Nord-Ouest
1,6,Nord-Ouest
1,7,Nord-Ouest
1,8,Nord-Ouest
1,9,Nord-Ouest
1,10,Nord-Ouest
1,11,Nord-Ouest
1,12,Nord-Ouest
1,13,Nord-Ouest
1,14,Nord-Ouest
1,15,Nord-Ouest
1,16,Nord-Ouest
1,17,Nord-Ouest
1,18,Nord-Ouest
1,19,Nord-Ouest
1,20,Nord-Ouest
1,21,Nord-Ouest
1,22,Nord-Ouest
1,23,Nord-Ouest
1,24,Nord-Ouest
1,25,Nord-Ouest
1,26,Nord-Ouest
1,27,Nord-Ouest
1,28,Nord-Ouest
1,29,Nord-Ouest
1,30,Nord-Ouest
1,31,Nord-Ouest
1,32,Nord-Ouest
1,33,Nord-Ouest
1,34,Nord-Ouest
1,35,Nord-Ouest
1,36,Nord-Ouest
1,37,Nord-Ouest
1,38,Nord-Ouest
1,39,Nord-Ouest
1,40,Nord-Ouest
1,41,Nord-Ouest
1,42,Nord-Ouest
1,43,Nord-Ouest
1,44,Nord-Ouest
1,45,Nord-Ouest
1,46,Nord-Ouest
1,47,Nord-Ouest
1,48,Nord-Ouest
1,49,Nord-Ouest
1,50,Nord-Ouest
1,51,Nord-Ouest
1,52,Nord-Ouest
1,53,Nord-Ouest
1,54,Nord-Ouest
1,55,Nord-Ouest
1,56,Nord-Ouest
1,57,Nord-Ouest
1,58,Nord-Ouest
1,59,Nord-Ouest
1,60,Nord-Ouest
1,61,Nord-Ouest
1,62,Nord-Ouest
1,63,Nord-Ouest
1,64,Nord-Ouest
1,65,Nord-Ouest
1,66,Nord-Ouest
1,67,Nord-Ouest
1,68,Nord-Ouest
1,69,Nord-Ouest
1,70,Nord-Ouest
1,71,Nord-Ouest
1,72,Nord-Ouest
1,73,Nord-Ouest
1,74,Nord-Ouest
1,75,Nord-Ouest
1,76,Nord-Ouest
1,77,Nord-Ouest
1,78,Nord-Ouest
1,79,Nord-Ouest
1,80,Nord-Ouest
1,81,Nord-Ouest
1,82,Nord-Ouest
1,83,Nord-Ouest
1,84,Nord-Ouest
1,85,Nord-Ouest
1,86,Nord-Ouest
1,87,Nord-Est
1,88,Nord-Ouest
1,89,Nord-Ouest
1,90,Nord-Ouest
1,91,Nord-Ouest
1,92,Nord-Ouest
1,93,Nord-Ouest
1,94,Nord-Ouest
1,95,Nord-Ouest
1,96,Nord-Ouest
1,97,Nord-Ouest
1,98,Nord-Ouest
1,99,Nord-Ouest
1,100,Nord-Ouest
1,101,Nord-Ouest
1,102,Nord-Ouest
1,103,Nord-Ouest
1,104,Nord-Ouest
1,105,Nord-Ouest
1,106,Nord-Ouest
1,107,Nord-Ouest
1,108,Nord-Est
1,109,Nord-Ouest
1,110,Nord-Ouest
1,111,Nord-Ouest
1,112,Nord-Ouest
1,113,Nord-Ouest
1,114,Nord-Ouest
1,115,Nord-Ouest
1,116,Nord-Ouest
1,117,Nord-Ouest
